,Estacion,Year,Mes,Valor_prom
2712,VELEZ GRANJA [24015270],1996,1,
2713,VELEZ GRANJA [24015270],1996,2,
2714,VELEZ GRANJA [24015270],1996,3,
2715,VELEZ GRANJA [24015270],1996,4,
2716,VELEZ GRANJA [24015270],1996,5,
2717,VELEZ GRANJA [24015270],1996,6,
2718,VELEZ GRANJA [24015270],1996,7,
2719,VELEZ GRANJA [24015270],1996,8,
2720,VELEZ GRANJA [24015270],1996,9,
2721,VELEZ GRANJA [24015270],1996,10,
2722,VELEZ GRANJA [24015270],1996,11,
2723,VELEZ GRANJA [24015270],1996,12,
2724,VELEZ GRANJA [24015270],1997,1,
2725,VELEZ GRANJA [24015270],1997,2,
2726,VELEZ GRANJA [24015270],1997,3,
2727,VELEZ GRANJA [24015270],1997,4,
2728,VELEZ GRANJA [24015270],1997,5,
2729,VELEZ GRANJA [24015270],1997,6,
2730,VELEZ GRANJA [24015270],1997,7,
2731,VELEZ GRANJA [24015270],1997,8,
2732,VELEZ GRANJA [24015270],1997,9,
2733,VELEZ GRANJA [24015270],1997,10,
2734,VELEZ GRANJA [24015270],1997,11,
2735,VELEZ GRANJA [24015270],1997,12,
2736,VELEZ GRANJA [24015270],1998,1,
2737,VELEZ GRANJA [24015270],1998,2,
2738,VELEZ GRANJA [24015270],1998,3,
2739,VELEZ GRANJA [24015270],1998,4,
2740,VELEZ GRANJA [24015270],1998,5,
2741,VELEZ GRANJA [24015270],1998,6,
2742,VELEZ GRANJA [24015270],1998,7,
2743,VELEZ GRANJA [24015270],1998,8,
2744,VELEZ GRANJA [24015270],1998,9,
2745,VELEZ GRANJA [24015270],1998,10,
2746,VELEZ GRANJA [24015270],1998,11,
2747,VELEZ GRANJA [24015270],1998,12,
2748,VELEZ GRANJA [24015270],1999,1,
2749,VELEZ GRANJA [24015270],1999,2,
2750,VELEZ GRANJA [24015270],1999,3,
2751,VELEZ GRANJA [24015270],1999,4,
2752,VELEZ GRANJA [24015270],1999,5,
2753,VELEZ GRANJA [24015270],1999,6,
2754,VELEZ GRANJA [24015270],1999,7,
2755,VELEZ GRANJA [24015270],1999,8,
2756,VELEZ GRANJA [24015270],1999,9,
2757,VELEZ GRANJA [24015270],1999,10,
2758,VELEZ GRANJA [24015270],1999,11,
2759,VELEZ GRANJA [24015270],1999,12,
2760,VELEZ GRANJA [24015270],2000,1,
2761,VELEZ GRANJA [24015270],2000,2,
2762,VELEZ GRANJA [24015270],2000,3,
2763,VELEZ GRANJA [24015270],2000,4,
2764,VELEZ GRANJA [24015270],2000,5,
2765,VELEZ GRANJA [24015270],2000,6,
2766,VELEZ GRANJA [24015270],2000,7,
2767,VELEZ GRANJA [24015270],2000,8,
2768,VELEZ GRANJA [24015270],2000,9,
2769,VELEZ GRANJA [24015270],2000,10,
2770,VELEZ GRANJA [24015270],2000,11,
2771,VELEZ GRANJA [24015270],2000,12,
2772,VELEZ GRANJA [24015270],2001,1,
2773,VELEZ GRANJA [24015270],2001,2,
2774,VELEZ GRANJA [24015270],2001,3,
2775,VELEZ GRANJA [24015270],2001,4,
2776,VELEZ GRANJA [24015270],2001,5,
2777,VELEZ GRANJA [24015270],2001,6,
2778,VELEZ GRANJA [24015270],2001,7,
2779,VELEZ GRANJA [24015270],2001,8,
2780,VELEZ GRANJA [24015270],2001,9,
2781,VELEZ GRANJA [24015270],2001,10,
2782,VELEZ GRANJA [24015270],2001,11,
2783,VELEZ GRANJA [24015270],2001,12,
2784,VELEZ GRANJA [24015270],2002,1,
2785,VELEZ GRANJA [24015270],2002,2,
2786,VELEZ GRANJA [24015270],2002,3,
2787,VELEZ GRANJA [24015270],2002,4,
2788,VELEZ GRANJA [24015270],2002,5,
2789,VELEZ GRANJA [24015270],2002,6,
2790,VELEZ GRANJA [24015270],2002,7,
2791,VELEZ GRANJA [24015270],2002,8,
2792,VELEZ GRANJA [24015270],2002,9,
2793,VELEZ GRANJA [24015270],2002,10,
2794,VELEZ GRANJA [24015270],2002,11,
2795,VELEZ GRANJA [24015270],2002,12,
2796,VELEZ GRANJA [24015270],2003,1,
2797,VELEZ GRANJA [24015270],2003,2,
2798,VELEZ GRANJA [24015270],2003,3,
2799,VELEZ GRANJA [24015270],2003,4,
2800,VELEZ GRANJA [24015270],2003,5,
2801,VELEZ GRANJA [24015270],2003,6,
2802,VELEZ GRANJA [24015270],2003,7,
2803,VELEZ GRANJA [24015270],2003,8,
2804,VELEZ GRANJA [24015270],2003,9,
2805,VELEZ GRANJA [24015270],2003,10,
2806,VELEZ GRANJA [24015270],2003,11,
2807,VELEZ GRANJA [24015270],2003,12,
2808,VELEZ GRANJA [24015270],2004,1,
2809,VELEZ GRANJA [24015270],2004,2,
2810,VELEZ GRANJA [24015270],2004,3,
2811,VELEZ GRANJA [24015270],2004,4,
2812,VELEZ GRANJA [24015270],2004,5,
2813,VELEZ GRANJA [24015270],2004,6,
2814,VELEZ GRANJA [24015270],2004,7,
2815,VELEZ GRANJA [24015270],2004,8,
2816,VELEZ GRANJA [24015270],2004,9,
2817,VELEZ GRANJA [24015270],2004,10,
2818,VELEZ GRANJA [24015270],2004,11,
2819,VELEZ GRANJA [24015270],2004,12,
2820,VELEZ GRANJA [24015270],2005,1,
2821,VELEZ GRANJA [24015270],2005,2,
2822,VELEZ GRANJA [24015270],2005,3,
2823,VELEZ GRANJA [24015270],2005,4,
2824,VELEZ GRANJA [24015270],2005,5,
2825,VELEZ GRANJA [24015270],2005,6,
2826,VELEZ GRANJA [24015270],2005,7,
2827,VELEZ GRANJA [24015270],2005,8,
2828,VELEZ GRANJA [24015270],2005,9,
2829,VELEZ GRANJA [24015270],2005,10,
2830,VELEZ GRANJA [24015270],2005,11,
2831,VELEZ GRANJA [24015270],2005,12,
2832,VELEZ GRANJA [24015270],2006,1,
2833,VELEZ GRANJA [24015270],2006,2,
2834,VELEZ GRANJA [24015270],2006,3,
2835,VELEZ GRANJA [24015270],2006,4,
2836,VELEZ GRANJA [24015270],2006,5,
2837,VELEZ GRANJA [24015270],2006,6,
2838,VELEZ GRANJA [24015270],2006,7,
2839,VELEZ GRANJA [24015270],2006,8,
2840,VELEZ GRANJA [24015270],2006,9,
2841,VELEZ GRANJA [24015270],2006,10,
2842,VELEZ GRANJA [24015270],2006,11,
2843,VELEZ GRANJA [24015270],2006,12,
2844,VELEZ GRANJA [24015270],2007,1,
2845,VELEZ GRANJA [24015270],2007,2,
2846,VELEZ GRANJA [24015270],2007,3,
2847,VELEZ GRANJA [24015270],2007,4,
2848,VELEZ GRANJA [24015270],2007,5,
2849,VELEZ GRANJA [24015270],2007,6,
2850,VELEZ GRANJA [24015270],2007,7,
2851,VELEZ GRANJA [24015270],2007,8,
2852,VELEZ GRANJA [24015270],2007,9,
2853,VELEZ GRANJA [24015270],2007,10,
2854,VELEZ GRANJA [24015270],2007,11,
2855,VELEZ GRANJA [24015270],2007,12,
2856,VELEZ GRANJA [24015270],2008,1,
2857,VELEZ GRANJA [24015270],2008,2,
2858,VELEZ GRANJA [24015270],2008,3,
2859,VELEZ GRANJA [24015270],2008,4,
2860,VELEZ GRANJA [24015270],2008,5,
2861,VELEZ GRANJA [24015270],2008,6,
2862,VELEZ GRANJA [24015270],2008,7,
2863,VELEZ GRANJA [24015270],2008,8,
2864,VELEZ GRANJA [24015270],2008,9,
2865,VELEZ GRANJA [24015270],2008,10,
2866,VELEZ GRANJA [24015270],2008,11,
2867,VELEZ GRANJA [24015270],2008,12,
2868,VELEZ GRANJA [24015270],2009,1,
2869,VELEZ GRANJA [24015270],2009,2,
2870,VELEZ GRANJA [24015270],2009,3,
2871,VELEZ GRANJA [24015270],2009,4,
2872,VELEZ GRANJA [24015270],2009,5,
2873,VELEZ GRANJA [24015270],2009,6,
2874,VELEZ GRANJA [24015270],2009,7,
2875,VELEZ GRANJA [24015270],2009,8,
2876,VELEZ GRANJA [24015270],2009,9,
2877,VELEZ GRANJA [24015270],2009,10,
2878,VELEZ GRANJA [24015270],2009,11,
2879,VELEZ GRANJA [24015270],2009,12,
2880,VELEZ GRANJA [24015270],2010,1,
2881,VELEZ GRANJA [24015270],2010,2,
2882,VELEZ GRANJA [24015270],2010,3,
2883,VELEZ GRANJA [24015270],2010,4,
2884,VELEZ GRANJA [24015270],2010,5,
2885,VELEZ GRANJA [24015270],2010,6,
2886,VELEZ GRANJA [24015270],2010,7,
2887,VELEZ GRANJA [24015270],2010,8,
2888,VELEZ GRANJA [24015270],2010,9,
2889,VELEZ GRANJA [24015270],2010,10,
2890,VELEZ GRANJA [24015270],2010,11,
2891,VELEZ GRANJA [24015270],2010,12,
2892,VELEZ GRANJA [24015270],2011,1,
2893,VELEZ GRANJA [24015270],2011,2,
2894,VELEZ GRANJA [24015270],2011,3,
2895,VELEZ GRANJA [24015270],2011,4,
2896,VELEZ GRANJA [24015270],2011,5,
2897,VELEZ GRANJA [24015270],2011,6,
2898,VELEZ GRANJA [24015270],2011,7,
2899,VELEZ GRANJA [24015270],2011,8,
2900,VELEZ GRANJA [24015270],2011,9,
2901,VELEZ GRANJA [24015270],2011,10,
2902,VELEZ GRANJA [24015270],2011,11,
2903,VELEZ GRANJA [24015270],2011,12,
2904,VELEZ GRANJA [24015270],2012,1,
2905,VELEZ GRANJA [24015270],2012,2,
2906,VELEZ GRANJA [24015270],2012,3,
2907,VELEZ GRANJA [24015270],2012,4,
2908,VELEZ GRANJA [24015270],2012,5,
2909,VELEZ GRANJA [24015270],2012,6,
2910,VELEZ GRANJA [24015270],2012,7,
2911,VELEZ GRANJA [24015270],2012,8,
2912,VELEZ GRANJA [24015270],2012,9,
2913,VELEZ GRANJA [24015270],2012,10,
2914,VELEZ GRANJA [24015270],2012,11,
2915,VELEZ GRANJA [24015270],2012,12,
2916,VELEZ GRANJA [24015270],2013,1,
2917,VELEZ GRANJA [24015270],2013,2,
2918,VELEZ GRANJA [24015270],2013,3,
2919,VELEZ GRANJA [24015270],2013,4,
2920,VELEZ GRANJA [24015270],2013,5,
2921,VELEZ GRANJA [24015270],2013,6,
2922,VELEZ GRANJA [24015270],2013,7,
2923,VELEZ GRANJA [24015270],2013,8,
2924,VELEZ GRANJA [24015270],2013,9,
2925,VELEZ GRANJA [24015270],2013,10,
2926,VELEZ GRANJA [24015270],2013,11,
2927,VELEZ GRANJA [24015270],2013,12,
2928,VELEZ GRANJA [24015270],2014,1,
2929,VELEZ GRANJA [24015270],2014,2,
2930,VELEZ GRANJA [24015270],2014,3,
2931,VELEZ GRANJA [24015270],2014,4,
2932,VELEZ GRANJA [24015270],2014,5,
2933,VELEZ GRANJA [24015270],2014,6,
2934,VELEZ GRANJA [24015270],2014,7,
2935,VELEZ GRANJA [24015270],2014,8,
2936,VELEZ GRANJA [24015270],2014,9,
2937,VELEZ GRANJA [24015270],2014,10,
2938,VELEZ GRANJA [24015270],2014,11,
2939,VELEZ GRANJA [24015270],2014,12,
2940,VELEZ GRANJA [24015270],2015,1,
2941,VELEZ GRANJA [24015270],2015,2,
2942,VELEZ GRANJA [24015270],2015,3,
2943,VELEZ GRANJA [24015270],2015,4,
2944,VELEZ GRANJA [24015270],2015,5,
2945,VELEZ GRANJA [24015270],2015,6,
2946,VELEZ GRANJA [24015270],2015,7,
2947,VELEZ GRANJA [24015270],2015,8,
2948,VELEZ GRANJA [24015270],2015,9,
2949,VELEZ GRANJA [24015270],2015,10,
2950,VELEZ GRANJA [24015270],2015,11,
2951,VELEZ GRANJA [24015270],2015,12,
2952,VELEZ GRANJA [24015270],2016,1,
2953,VELEZ GRANJA [24015270],2016,2,
2954,VELEZ GRANJA [24015270],2016,3,
2955,VELEZ GRANJA [24015270],2016,4,
2956,VELEZ GRANJA [24015270],2016,5,
2957,VELEZ GRANJA [24015270],2016,6,
2958,VELEZ GRANJA [24015270],2016,7,
2959,VELEZ GRANJA [24015270],2016,8,
2960,VELEZ GRANJA [24015270],2016,9,
2961,VELEZ GRANJA [24015270],2016,10,
2962,VELEZ GRANJA [24015270],2016,11,
2963,VELEZ GRANJA [24015270],2016,12,
2964,VELEZ GRANJA [24015270],2017,1,
2965,VELEZ GRANJA [24015270],2017,2,
2966,VELEZ GRANJA [24015270],2017,3,
2967,VELEZ GRANJA [24015270],2017,4,
2968,VELEZ GRANJA [24015270],2017,5,
2969,VELEZ GRANJA [24015270],2017,6,
2970,VELEZ GRANJA [24015270],2017,7,
2971,VELEZ GRANJA [24015270],2017,8,
2972,VELEZ GRANJA [24015270],2017,9,
2973,VELEZ GRANJA [24015270],2017,10,
2974,VELEZ GRANJA [24015270],2017,11,
2975,VELEZ GRANJA [24015270],2017,12,
2976,VELEZ GRANJA [24015270],2018,1,
2977,VELEZ GRANJA [24015270],2018,2,
2978,VELEZ GRANJA [24015270],2018,3,
2979,VELEZ GRANJA [24015270],2018,4,
2980,VELEZ GRANJA [24015270],2018,5,
2981,VELEZ GRANJA [24015270],2018,6,
2982,VELEZ GRANJA [24015270],2018,7,
2983,VELEZ GRANJA [24015270],2018,8,
2984,VELEZ GRANJA [24015270],2018,9,
2985,VELEZ GRANJA [24015270],2018,10,
2986,VELEZ GRANJA [24015270],2018,11,
2987,VELEZ GRANJA [24015270],2018,12,
2988,VELEZ GRANJA [24015270],2019,1,
2989,VELEZ GRANJA [24015270],2019,2,
2990,VELEZ GRANJA [24015270],2019,3,
2991,VELEZ GRANJA [24015270],2019,4,
2992,VELEZ GRANJA [24015270],2019,5,
2993,VELEZ GRANJA [24015270],2019,6,
2994,VELEZ GRANJA [24015270],2019,7,
2995,VELEZ GRANJA [24015270],2019,8,
2996,VELEZ GRANJA [24015270],2019,9,
2997,VELEZ GRANJA [24015270],2019,10,
2998,VELEZ GRANJA [24015270],2019,11,
2999,VELEZ GRANJA [24015270],2019,12,
